4, 5, 9
5, 5, 9
84, 5, 3
85, 5, 3
86, 5, 3
54, 3, 3
55, 3, 3
56, 3, 3
101, 6, 3
102, 6, 3
103, 6, 3
142, 6, 3
143, 6, 3
144, 6, 3
145, 6, 3
131, 5, 3
132, 5, 3
133, 5, 3
134, 5, 3
59, 7, 3
60, 7, 3
61, 7, 3
91, 2, 12
177, 1, 1
177, 0, 2
178, 1, 1
178, 0, 2
179, 1, 1
179, 0, 2
50, 10, 6
51, 10, 7
138, 0, 6
139, 0, 7
138, 1, 6
139, 1, 7
138, 3, 4
139, 3, 5
138, 2, 6
139, 2, 7
165, 4, 4
166, 4, 5
165, 3, 6
166, 3, 7
165, 2, 6
166, 2, 7
165, 0, 6
166, 0, 7
165, 1, 6
166, 1, 7
159, 0, 6
160, 0, 7
159, 1, 6
160, 1, 7
50, 11, 4
51, 11, 5
159, 2, 4
160, 2, 5
95, 12, 9
96, 12, 9
19, 10, 12
43, 6, 12
115, 6, 12
35, 2, 12
37, 2, 12
38, 2, 12
26, 1, 1
107, 1, 1
108, 1, 1
24, 9, 1
52, 9, 1
79, 9, 1
97, 9, 1
171, 9, 1
26, 5, 1
46, 5, 1
117, 5, 1
126, 5, 1
10, 1, 1
41, 1, 1
71, 1, 1
92, 1, 1
14, 9, 1
15, 9, 1
16, 9, 1
17, 9, 1
18, 9, 1
19, 9, 1
20, 9, 1
21, 9, 1
22, 9, 1
23, 9, 1
24, 9, 1
14, 6, 2
24, 6, 2
15, 6, 2
16, 6, 2
17, 6, 2
18, 6, 2
19, 6, 2
20, 6, 2
21, 6, 2
22, 6, 2
23, 6, 2
14, 7, 2
24, 7, 2
15, 7, 2
16, 7, 2
17, 7, 2
18, 7, 2
19, 7, 2
20, 7, 2
21, 7, 2
22, 7, 2
23, 7, 2
14, 8, 2
24, 8, 2
15, 8, 2
16, 8, 2
17, 8, 2
18, 8, 2
19, 8, 2
20, 8, 2
21, 8, 2
22, 8, 2
23, 8, 2
14, 6, 2
24, 6, 2
48, 9, 1
49, 9, 1
50, 9, 1
51, 9, 1
52, 9, 1
48, 0, 2
52, 0, 2
49, 0, 2
50, 0, 2
51, 0, 2
48, 1, 2
52, 1, 2
49, 1, 2
50, 1, 2
51, 1, 2
48, 2, 2
52, 2, 2
49, 2, 2
50, 2, 2
51, 2, 2
48, 3, 2
52, 3, 2
49, 3, 2
50, 3, 2
51, 3, 2
48, 4, 2
52, 4, 2
49, 4, 2
50, 4, 2
51, 4, 2
48, 5, 2
52, 5, 2
49, 5, 2
50, 5, 2
51, 5, 2
48, 6, 2
52, 6, 2
49, 6, 2
50, 6, 2
51, 6, 2
48, 7, 2
52, 7, 2
49, 7, 2
50, 7, 2
51, 7, 2
48, 8, 2
52, 8, 2
49, 8, 2
50, 8, 2
51, 8, 2
65, 9, 1
66, 9, 1
67, 9, 1
68, 9, 1
69, 9, 1
65, 0, 2
69, 0, 2
66, 0, 2
67, 0, 2
68, 0, 2
65, 1, 2
69, 1, 2
66, 1, 2
67, 1, 2
68, 1, 2
65, 2, 2
69, 2, 2
66, 2, 2
67, 2, 2
68, 2, 2
65, 3, 2
69, 3, 2
66, 3, 2
67, 3, 2
68, 3, 2
65, 4, 2
69, 4, 2
66, 4, 2
67, 4, 2
68, 4, 2
65, 5, 2
69, 5, 2
66, 5, 2
67, 5, 2
68, 5, 2
65, 6, 2
69, 6, 2
66, 6, 2
67, 6, 2
68, 6, 2
65, 7, 2
69, 7, 2
66, 7, 2
67, 7, 2
68, 7, 2
65, 8, 2
69, 8, 2
66, 8, 2
67, 8, 2
68, 8, 2
75, 9, 1
76, 9, 1
77, 9, 1
78, 9, 1
79, 9, 1
75, 0, 2
76, 0, 2
77, 0, 2
