0,13,1
0,14,2
1,13,1
1,14,2
2,13,1
2,14,2
3,13,1
3,14,2
4,13,1
4,14,2
5,13,1
5,14,2
6,13,1
6,14,2
7,13,1
7,14,2
8,13,1
8,14,2
9,13,1
9,14,2
10,13,1
10,14,2
11,13,1
11,14,2
12,13,1
12,14,2
13,13,1
13,14,2
14,13,1
14,14,2
15,13,1
15,14,2
16,13,1
16,14,2
17,13,1
17,14,2
18,13,1
18,14,2
19,13,1
19,14,2
20,13,1
20,14,2
21,13,1
21,14,2
22,13,1
22,14,2
23,13,1
23,14,2
24,13,1
24,14,2
25,13,1
25,14,2
26,13,1
26,14,2
27,13,1
27,14,2
28,13,1
28,14,2
29,13,1
29,14,2
30,13,1
30,14,2
39,11,4
40,11,5
32,9,9
33,9,8
34,9,8
33,5,10
39,12,6
40,12,7
31,13,1
31,14,2
32,13,1
32,14,2
33,13,1
33,14,2
34,13,1
34,14,2
35,13,1
35,14,2
36,13,1
36,14,2
37,13,1
37,14,2
38,13,1
38,14,2
39,13,1
39,14,2
40,13,1
40,14,2
41,13,1
41,14,2
42,13,1
42,14,2
43,13,1
43,14,2
44,13,1
44,14,2
45,13,1
45,14,2
50,12,12
46,13,1
46,14,2
47,13,1
47,14,2
48,13,1
48,14,2
49,13,1
49,14,2
50,13,1
50,14,2
51,13,1
51,14,2
52,13,1
52,14,2
53,13,1
53,14,2
54,13,1
54,14,2
55,13,1
55,14,2
58,13,1
58,14,2
59,13,1
59,14,2
60,13,1
60,14,2
69,11,4
70,11,5
57,9,9
63,9,8
64,9,8
61,13,1
61,14,2
62,13,1
62,14,2
63,13,1
63,14,2
64,13,1
64,14,2
65,13,1
65,14,2
66,13,1
66,14,2
67,13,1
67,14,2
68,13,1
68,14,2
69,13,1
69,14,2
70,13,1
70,14,2
71,13,1
71,14,2
72,13,1
72,14,2
73,13,1
73,14,2
74,13,1
74,14,2
75,13,1
75,14,2
63,5,10
69,12,6
70,12,7
85,10,6
86,10,7
85,11,6
86,11,7
85,12,6
86,12,7
85,9,4
86,9,5
76,13,1
76,14,2
77,13,1
77,14,2
78,13,1
78,14,2
79,13,1
79,14,2
80,13,1
80,14,2
81,13,1
81,14,2
82,13,1
82,14,2
83,13,1
83,14,2
84,13,1
84,14,2
85,13,1
85,14,2
86,13,1
86,14,2
97,13,1
97,14,2
98,13,1
98,14,2
99,13,1
99,14,2
100,13,1
100,14,2
101,13,1
101,14,2
102,13,1
102,14,2
103,13,1
103,14,2
104,13,1
104,14,2
105,13,1
105,14,2
104,9,4
105,9,5
104,10,6
105,10,7
104,11,6
105,11,7
104,12,6
105,12,7
95,13,1
95,14,2
96,13,1
96,14,2
108,13,1
108,14,2
109,13,1
109,14,2
110,13,1
110,14,2
111,13,1
111,14,2
112,13,1
112,14,2
113,13,1
113,14,2
114,13,1
114,14,2
115,13,1
115,14,2
116,13,1
116,14,2
117,13,1
117,14,2
118,13,1
118,14,2
119,13,1
119,14,2
120,13,1
120,14,2
121,13,1
121,14,2
122,13,1
122,14,2
116,10,6
117,10,7
116,11,6
117,11,7
116,12,6
117,12,7
116,9,4
117,9,5
126,9,9
123,13,1
123,14,2
124,13,1
124,14,2
125,13,1
125,14,2
126,13,1
126,14,2
127,13,1
127,14,2
128,13,1
128,14,2
129,13,1
129,14,2
130,13,1
130,14,2
131,13,1
131,14,2
132,13,1
132,14,2
133,13,1
133,14,2
134,13,1
134,14,2
135,13,1
135,14,2
130,9,4
131,9,5
130,10,6
131,10,7
130,11,6
131,11,7
130,12,6
131,12,7
142,12,11
55,12,11
136,9,9
139,13,1
139,14,2
140,13,1
140,14,2
141,13,1
141,14,2
142,13,1
142,14,2
143,13,1
143,14,2
144,13,1
144,14,2
145,13,1
145,14,2
146,13,1
146,14,2
147,13,1
147,14,2
148,13,1
148,14,2
149,13,1
149,14,2
150,13,1
150,14,2
151,13,1
151,14,2
152,13,1
152,14,2
153,13,1
153,14,2
154,13,1
154,14,2
155,13,1
155,14,2
156,13,1
156,14,2
157,13,1
157,14,2
151,10,6
152,10,7
151,11,6
152,11,7
151,12,6
152,12,7
151,9,4
152,9,5
158,11,3
158,12,3
158,9,3
159,9,3
158,10,3
159,10,3
159,11,3
159,12,3
160,9,3
160,11,3
160,12,3
158,13,1
158,14,2
159,13,1
159,14,2
160,13,1
160,14,2
161,13,1
161,14,2
162,13,1
162,14,2
163,13,1
163,14,2
164,13,1
164,14,2
165,13,1
165,14,2
166,13,1
166,14,2
167,13,1
167,14,2
168,13,1
168,14,2
169,13,1
169,14,2
170,13,1
170,14,2
171,13,1
171,14,2
166,11,6
167,11,7
166,12,6
167,12,7
166,10,4
167,10,5
170,12,3
171,11,3
172,11,3
171,12,3
172,12,3
172,10,3
173,10,3
173,11,3
173,12,3
173,9,3
174,11,3
174,12,3
174,9,3
175,9,3
174,10,3
175,11,3
175,12,3
173,13,1
173,14,2
174,13,1
174,14,2
175,13,1
175,14,2
176,13,1
176,14,2
177,13,1
177,14,2
178,13,1
178,14,2
179,13,1
179,14,2
180,13,1
180,14,2
181,13,1
181,14,2
182,13,1
182,14,2
183,13,1
183,14,2
184,13,1
184,14,2
185,13,1
185,14,2
186,13,1
186,14,2
181,11,6
182,11,7
181,12,6
182,12,7
181,10,4
182,10,5
193,8,9
188,13,1
188,14,2
189,13,1
189,14,2
190,13,1
190,14,2
191,13,1
191,14,2
192,13,1
192,14,2
193,13,1
193,14,2
194,13,1
194,14,2
205,11,3
205,10,3
207,9,3
207,11,3
207,10,3
209,8,3
209,9,3
209,10,3
209,11,3
209,6,3
209,7,3
210,5,3
211,5,3
210,9,3
211,9,3
211,6,3
211,7,3
211,10,3
211,11,3
211,8,3
198,13,1
198,14,2
199,13,1
199,14,2
200,13,1
200,14,2
201,13,1
201,14,2
202,13,1
202,14,2
203,13,1
203,14,2
204,13,1
204,14,2
205,13,1
205,14,2
200,12,6
201,12,7
200,11,4
201,11,5
220,11,3
220,10,3
222,9,3
222,11,3
222,10,3
224,8,3
224,9,3
224,10,3
224,11,3
224,6,3
224,7,3
225,5,3
226,5,3
225,9,3
226,9,3
226,6,3
226,7,3
226,10,3
226,11,3
226,8,3
213,13,1
213,14,2
214,13,1
214,14,2
215,13,1
