0,9,9
0,13,1
0,14,2
1,9,9
1,12,12
1,13,1
1,14,2
2,13,1
2,14,2
3,12,3
3,13,1
3,14,2
4,12,3
4,13,1
4,14,2
5,10,3
5,11,3
5,12,3
5,13,1
5,14,2
7,11,3
7,12,3
7,13,1
7,14,2
9,10,3
9,11,3
9,12,3
9,13,1
9,14,2
10,9,9
10,13,1
10,14,2
11,13,1
11,14,2
12,12,11
12,13,1
12,14,2
13,9,9
13,13,1
13,14,2
14,9,8
14,13,1
14,14,2
15,5,10
15,9,9
15,13,1
15,14,2
16,9,8
16,13,1
16,14,2
17,9,9
17,13,1
17,14,2
18,13,1
18,14,2
19,9,4
20,9,5
19,10,6
20,10,7
19,10,6
20,10,7
19,11,6
20,11,7
19,11,6
20,11,7
19,12,6
20,12,7
19,12,6
20,12,7
19,13,1
19,14,2
20,13,1
20,14,2
21,13,1
21,14,2
22,13,1
22,14,2
23,13,1
23,14,2
24,13,1
24,14,2
25,10,3
25,11,3
25,12,3
25,13,1
25,14,2
26,11,3
26,12,3
26,13,1
26,14,2
27,12,3
27,13,1
27,14,2
28,5,8
29,5,10
29,9,9
29,13,1
29,14,2
30,5,10
30,9,9
30,13,1
30,14,2
31,9,9
31,13,1
31,14,2
32,9,8
32,13,1
32,14,2
33,12,11
33,13,1
33,14,2
34,13,1
34,14,2
35,9,4
36,9,5
35,10,6
36,10,7
35,10,6
36,10,7
35,11,6
36,11,7
35,11,6
36,11,7
35,12,6
36,12,7
35,12,6
36,12,7
35,13,1
35,14,2
36,13,1
36,14,2
38,13,1
38,14,2
39,5,10
39,9,9
39,13,1
39,14,2
40,5,9
40,9,8
40,13,1
40,14,2
41,11,3
41,12,3
41,13,1
41,14,2
42,5,8
42,12,11
42,13,1
42,14,2
43,13,1
43,14,2
44,13,1
44,14,2
45,9,9
45,13,1
45,14,2
46,12,11
46,13,1
46,14,2
47,13,1
47,14,2
48,13,1
48,14,2
49,5,9
49,9,8
49,13,1
49,14,2
50,9,9
50,12,12
50,13,1
50,14,2
51,13,1
51,14,2
52,13,1
52,14,2
53,5,8
54,13,1
54,14,2
55,9,9
55,13,1
55,14,2
56,9,3
56,10,3
56,11,3
56,12,3
56,13,1
56,14,2
57,13,1
57,14,2
58,13,1
58,14,2
59,9,3
59,10,3
59,11,3
59,12,3
59,13,1
59,14,2
60,13,1
60,14,2
61,9,3
61,10,3
61,11,3
61,12,3
61,13,1
61,14,2
62,9,9
62,12,12
62,13,1
62,14,2
63,9,9
63,13,1
63,14,2
64,9,8
64,13,1
64,14,2
65,5,10
65,9,9
65,13,1
65,14,2
66,9,8
66,13,1
66,14,2
68,12,11
68,13,1
68,14,2
69,9,3
69,10,3
69,11,3
69,12,3
69,13,1
69,14,2
70,12,3
70,13,1
70,14,2
71,5,8
71,13,1
71,14,2
72,9,8
72,13,1
72,14,2
73,5,8
74,5,8
75,10,4
76,10,5
75,11,6
76,11,7
75,11,6
76,11,7
75,12,6
76,12,7
75,12,6
76,12,7
75,13,1
75,14,2
76,13,1
76,14,2
77,5,8
77,13,1
77,14,2
78,10,3
78,11,3
78,12,3
78,13,1
78,14,2
79,5,8
80,12,11
80,13,1
80,14,2
81,9,4
82,9,5
81,10,6
82,10,7
81,10,6
82,10,7
81,11,6
82,11,7
81,11,6
82,11,7
81,12,6
82,12,7
81,12,6
82,12,7
81,13,1
81,14,2
82,13,1
82,14,2
83,13,1
83,14,2
84,11,4
85,11,5
84,12,6
85,12,7
84,12,6
85,12,7
84,13,1
84,14,2
85,13,1
85,14,2
86,13,1
86,14,2
87,5,10
87,9,9
87,13,1
87,14,2
88,13,1
88,14,2
89,12,11
89,13,1
89,14,2
90,10,4
91,10,5
90,11,6
91,11,7
90,11,6
91,11,7
90,12,6
91,12,7
90,12,6
91,12,7
90,13,1
90,14,2
91,13,1
91,14,2
92,12,3
92,13,1
92,14,2
93,13,1
93,14,2
94,5,10
94,9,9
94,13,1
94,14,2
95,9,8
95,13,1
95,14,2
96,9,9
96,13,1
96,14,2
97,13,1
97,14,2
98,5,10
98,9,9
98,13,1
98,14,2
99,13,1
99,14,2
100,9,9
100,13,1
100,14,2
101,9,9
101,13,1
